x,y
-0.3240323521082437,-44.735132485241856
1.1505143383011454,83.30117609303397
0.5270848513011592,59.07460855664738
-1.3234821222971966,-105.81277047349695
0.8917284523584756,39.9196212390527
-0.5959099695437063,-50.15954088584317
-0.2047561862904269,-22.11238651044105
1.4959267556644185,118.35602362856078
-0.2861924791172468,-25.47610993678796
-1.6238606481511155,-118.96441465580642
0.8375972771058273,67.50527344815002
-1.64863484856837,-123.60612321940594
-0.8436548577532051,-15.52140131471122
0.6186761267499181,72.126739536038
1.0355033359496877,83.93595012526548
-0.1365810717260567,-5.098079843222424
1.1024707439955277,94.82374707411932
-0.5066725475398884,-23.370150321306603
-0.5957996031648765,-37.73271994370759
-0.0276064698388299,2.705893239276012
-0.8357168074327898,-37.31021468471391
-1.8942906290442376,-135.43623872635013
-0.9564821251538352,-64.60740414728761
-0.3062678235475246,3.3945169711998133
0.4721984433167173,26.181339831047023
-0.4447193322383424,-6.4995445683056055
-1.3903739701018385,-102.65219885215603
-0.4448500932212055,-48.98345023151371
-0.761581330476767,-79.07036000588438
0.0762405806119257,6.634807184724022
1.1113114424346344,59.815013266247206
1.0692985603282694,94.67978660132812
-0.905336199612786,-57.9806432544287
0.2099781215567908,23.65808913514896
1.2878633408383708,80.51069591665657
-1.1119085088969884,-51.3389378730495
-0.0053393770569313,-22.674538710193
-0.0227052610392351,0.1715574749026698
-0.123175883770858,8.642725841107886
-0.6722709911479808,-62.65928097116516
-0.2584062561891512,-23.640147205032186
-0.5739789692384617,-55.850573634760266
-1.0937383241851844,-87.41836448886346
1.291061505911124,71.16939477318564
0.9129775705098916,56.53988668889285
1.3576128564529857,105.84135857111328
-1.4010140429998104,-75.5735486623845
-0.245034382201994,-3.709518698223606
-0.8295607616547761,-56.43122853080443
0.2768764575074651,13.932419523701608
-0.5242061561441994,-32.96598988688847
-0.3473827152022271,-16.176147919982306
-1.7541548488079708,-114.04050232924487
-1.7967679263504968,-111.2129298681402
-1.4046797438931713,-78.70273082783913
0.555153379269654,49.64677757219181
-0.4113772853886208,-51.40960451105056
-0.2230222290136404,-20.414016171762206
-0.5882942837197144,-49.203210149156334
-1.5950254449830972,-122.68257385363631
1.0071919648424237,91.8690168131699
1.278759628604745,99.83015232819947
0.4469850433190738,21.71679153001358
-1.287435195597212,-96.9252193041104
2.008602690408738,134.75697973892574
-0.7648954090514104,-76.56003587767765
0.7006344572683016,51.107363929076605
0.3586272469069531,30.531231141261927
0.4260974626963725,22.32317310701081
-1.0665102174414232,-91.41084313224012
0.3864936847374818,4.36613414976766
-0.1630841755918152,-3.906814856574597
0.2106425119143392,17.28596541352963
-0.1598622913558846,-7.184176976600234
0.4127707014765245,17.01871275339305
-0.5835451210043728,-15.70942107026888
1.453345486394285,99.21638452868198
-0.2837438544859609,-12.654694497256829
-0.781762157392396,-45.49881604227535
2.1931130802297933,158.77218371041926
0.0440187816241377,1.2750252582498354
1.4507678539738698,95.37627903867444
-0.0026998894779992,-22.30226339694974
0.2197120310774289,13.115722934377056
0.402985530830268,50.16676671094432
0.0262972783048675,-28.15758292022697
0.954723409395792,44.8148917788474
1.3835055967177177,73.66855498634855
0.7553552246205173,33.32793126657542
-0.5097832188019304,-58.84943325986935
0.2003603529067013,54.20517424247044
0.1092952597181093,-2.887224868880561
1.5837462489806602,141.31269875388548
0.0226649801216177,-11.401152944125602
1.0698034482596013,91.1166594132335
2.184190429221816,172.71917968985406
1.1444673719299343,80.36330271048583
0.6933796230081634,30.628026082864803
0.3358688593304154,20.09882551874728
-1.7785591063573531,-163.97133258696545
0.3201042483631564,39.12479874129869
-0.9046225960044136,-51.92018648417143
-1.5703968653655862,-125.9487564050968
-0.4002491618555328,-20.36125377582913
0.2663773516753196,24.180363232055
0.2785678388966083,9.441024496305428
-1.8372856083120783,-104.75527205243692
-1.2030475407074592,-70.67585430626788
0.1299719361794787,9.068415174705844
0.6121737734482631,31.1487926946148
0.0195400073285099,-8.74213199176916
0.4434968010215983,39.89680301612324
0.1273292878228012,21.73153664452075
-1.202073164821836,-83.27034619244074
-1.7389358811007574,-121.92521575822651
1.104468844286833,80.5596274404249
0.6572290721012577,14.613279314451706
1.5051093592577105,103.14402926496342
-2.869276112912394,-205.4757188966589
1.4622251885520945,103.15538348710275
0.1616739245012213,45.91884912938973
-0.6971229432107879,-53.87220410140335
-1.330822115280339,-94.06547635401996
0.6836149958994883,59.17308908377372
0.3447199540386757,12.068433146301365
-0.3425396820685684,-14.950534960091236
-1.5966296069174728,-104.77290982738992
0.7663282718025526,24.28003509006014
1.1944603171444177,76.36794963896573
0.1900744429827458,40.30524173418185
-0.3742359779190637,-24.77421029783215
0.8280221748801732,76.51381004238542
0.2824815708594956,8.676846288415836
0.6644934086128804,29.011682288957395
-0.9185095168219636,-57.19518587800587
-0.4491731077734986,-8.171945454172505
-0.9626921672848444,-71.13642665635942
0.0284101067239902,6.684943184607759
1.1418610690473996,80.60441004956192
1.4310844885003962,107.0398438702055
-1.1659911578760829,-66.64967497033224
1.761864482004521,124.17035710476198
0.9475287290205838,60.27984890900043
-0.049568987756122,-16.434792968533316
0.3241741127961354,18.93479250797075
-0.901654867763104,-61.52882668595499
-1.8234776338035796,-118.89709353650396
-0.1706194146619488,-1.5454631972862156
-0.1637554356929366,-20.00977711579716
-0.3402351556886825,-5.38544986992224
2.2403766619351035,161.30616736763085
0.0678381783746892,6.219796838762981
1.6793907085755937,132.95234620858648
-1.0273789389139742,-70.42439072474075
-1.5777205492245092,-117.8412158225304
