x,y,label
-0.7498278042977624,-0.2818465976817665,1
0.8649960435755252,0.6544704107763251,0
-0.7174138506868498,0.35707046142541854,1
-0.9333312365600851,-0.2103678298915162,1
0.47275297928799614,-0.7138666309852627,1
0.6204174649930677,0.4636799161703348,1
0.7857211061027838,-0.13653953803543395,1
0.602749818376798,-0.39077518840543124,1
-0.5273662853079965,0.5169567319621251,1
0.055313509179755166,-0.8679898454759427,0
-0.5653550316585575,0.668428292828855,0
-0.7141867670836568,0.2078920891515338,1
-0.1974228165315952,0.8231845065301577,1
-0.15062748441708165,-0.9226168192166349,0
0.03096372735130018,0.8484184911494862,1
-0.00851213220836225,-0.904113546099399,0
-0.8776420131653829,0.7334285829962139,0
-0.09081350711260583,-0.8380572286466028,1
0.6197955219758378,0.46766076100865034,1
0.9274641623552412,0.2568499323676255,0
-0.9999950237449852,-0.3156060616999477,0
0.20578884591551605,1.1148458301604214,0
0.4965488289954299,-0.6539612337350519,1
-0.05954186177157348,-0.8920401220902202,1
0.6039715785310079,-0.34968734525145534,1
-0.6275674318567795,-0.8001329474636509,0
-0.7948346220349248,-0.3960796043179825,0
-0.5698878400971127,-0.6660766336573217,1
0.6844836385704567,0.31635624298171333,1
-0.027216308408801175,0.7853868569160416,1
0.2265717444348102,0.9823990742819423,0
-0.8102772332745208,-0.022428911054724145,1
-0.4175425626725862,-1.053814350844478,0
0.4916861023371429,0.6930640948448422,1
0.6997268297636141,-0.24160607120894897,1
0.14069744476589804,-0.6667302599264622,1
-0.47222429153610046,-0.8758832284636623,0
-0.0963074501104062,0.756960458451279,1
-0.16655286945699263,-0.7990933799648086,1
0.4798303614068713,-0.8090636772040685,1
0.9690387168273895,-0.12134158975126325,0
0.5064593710418116,0.7037578051286105,1
-0.3778282426384212,-0.7062146623787153,1
-0.27289911492484303,-0.9015242356965154,0
-0.5091792476209547,0.9349296004031556,0
0.23569721772324287,0.6741483595912859,1
-0.15842667117344753,0.6874621345424788,1
0.7462733140536973,0.7473999766844737,0
0.7045886551735082,-0.6829516256026494,0
-0.6119469830497298,0.4166751558603656,1
-0.7225151193313277,0.5824798936907594,0
0.48038316307110923,0.8762494217044394,0
0.6691028434048745,0.24857915183459003,1
-0.3961028636881858,-0.6754030874081853,1
-0.8509901099880114,-0.16370907468401102,1
0.5177162775951685,-0.8356026945955606,0
0.4007262073391611,-0.8422611349353835,0
-0.8861361571644792,0.10220553473259678,0
-0.5670874039122894,0.42838346726557236,1
0.021412428470507706,0.9867279542835268,0
-0.39002669147195207,-0.6496570033730817,1
0.19483727022034203,-1.063929162676406,0
-0.2735968538157666,0.9413794685350104,0
-0.7615739070899755,0.20876741540620303,1
0.7227508316175195,0.740740926327368,0
-0.7433649146615819,-0.343617569812905,1
0.5587243774449507,0.8485971394790418,0
-0.9328215755586484,0.1453932651835759,0
-1.0079252321869396,-0.17012217517640588,0
0.9135878451244126,-0.3976847122247439,0
-0.7913371293997697,-0.5823768632597407,0
-0.11768557679839675,1.107199436846524,0
-0.5866641077968281,-0.7534105555615627,0
0.18422284908300557,-0.8728538310639407,1
0.5719534035695982,-0.6745091475245693,1
0.8211623260959199,0.18236752466948453,1
0.8047548727502924,-0.6535029262609326,0
0.6749251596681178,0.3892316076727764,1
0.756627580151934,0.030211296024122595,1
0.9953429790296537,0.29628576472781587,0
-0.4939347836187653,1.0001996439180028,0
0.04696081904585773,-0.9893103846083553,0
0.9812184958525513,-0.15232115875321578,0
0.9462245057763703,-0.476555522103937,0
0.9894589222106789,0.1326404055442079,0
0.33578775123893545,0.6447665410692955,1
0.13712587550934272,0.8143190913155939,1
-0.8358259835116274,0.3771374243854497,0
-0.6916386074193217,-0.4933475450180838,1
-0.8739615743355451,-0.4032153018962339,0
-0.9636957488476918,0.05519811367491659,0
0.7663550622041332,0.37331006337998074,0
-0.7280457926540936,0.1736325580421142,1
-0.4438381754821775,-0.5952927831438303,1
-0.2177269999483501,0.954485321179904,0
0.7376993749003453,-0.3805819761264018,1
-0.7272690344507209,0.314801442355333,0
0.898433179537645,-0.5160932110593259,0
-0.4795030486038176,0.6986641108271526,1
0.6942033697061204,-0.770837380192461,0
