x,y,label
-0.8803910645630244,0.6578328084437254,0
-0.8987980169274489,0.4616871065309375,0
0.4152006096282893,0.5741134749058913,1
0.2112573913655372,-0.7782248747973343,1
-0.5338883290059141,0.6033756829864915,1
-0.2060709254810407,0.9262880969266208,0
-0.8998132293266774,0.1891514202212793,0
-1.0445421373306452,0.0087599847416557,0
-0.8926316189577613,0.2844580421879162,1
-0.6821416432310247,-0.4730196308734405,1
0.5433523077774524,-0.5815002246861608,1
0.3783718803934606,-0.7111257207157129,1
0.634378811325298,-0.8746859283926831,0
0.7329187478892993,-0.6547430863032975,0
0.2927131886108818,-0.7579574247148098,1
0.876737324593272,-0.4476915980031566,0
0.1082879021975346,-0.7023160739358619,1
-0.0864814934622869,0.7595736468012855,1
-0.8392383194875145,-0.5082567891418823,0
-0.6481805978500954,0.7327364138893389,0
-0.7380655697827246,-0.0678574349643531,1
0.1214734894473969,-0.936042648169773,0
0.6924408992595804,0.7588832276406507,0
-0.0027128670334006,0.8437173607900298,1
0.637988678559341,0.6326221114759281,0
-0.8429283860265803,0.0462297752900325,1
0.6073009483672039,0.1439050688953919,1
0.072108058791103,0.9743566843473586,1
0.9345403616184564,0.5974912046250404,0
0.8129788241796057,0.6550274089245589,0
0.8361735812494091,-0.3997641873352975,0
-0.582405516984551,-0.8387518277723401,0
-1.1281923479012037,0.185626808747547,0
1.0539258628714256,0.1741496440820492,0
-0.9244294990242934,-0.1813835314662557,0
0.0637777686344764,-0.948728822088592,1
0.124175166451791,0.8071095790397748,1
-0.3400772464454251,0.7247945126656113,1
0.00883585693213,-0.932501950853454,0
0.9061711637461785,-0.5908680641017137,0
0.9264289608126888,0.3591793190774968,0
-0.0094301695155602,0.8965205909480036,0
0.1871757331422958,-0.7474317511055506,1
-0.6658248083787277,0.5912573415443856,0
0.921065448907437,-0.1035590018919438,1
-1.0918638813966492,-0.4955876966520631,0
1.0984057997610122,0.0010089828673329,0
-0.7928386257900056,-0.0816167832626406,1
-0.7044718133356378,0.4964891654396152,1
1.0221547127124035,-0.2702180569532648,0
0.6908403383742044,-0.5250829065448923,1
-0.8871276540398654,-0.4038149296702228,0
-0.1357874360670094,0.9346503394378004,0
0.788713095338136,-0.3441271817303378,1
-0.2943014960184553,0.5496868251427265,1
-0.2196172274628169,-0.7924723235199099,1
0.3113428366493291,-1.008817034706419,0
-0.2309298383839121,-0.7592045352430439,1
0.6863776604298476,0.3564792892029776,1
0.377199621557579,0.9788283147826772,0
0.4441997795552602,-0.6816191450677996,1
-0.5433092461716017,0.8408122324835524,0
-0.4230435251439134,-0.9492726891796796,0
-0.0597771870407066,0.940573765589052,0
-0.2508123420810218,-0.6082765678944015,1
0.2619111236712456,0.9923004209426805,0
-0.7950894230548667,0.3987940962397772,0
-0.3338264724487173,-0.6832057416141771,1
-0.7263087938267702,0.2856754128571793,1
0.7894953839696188,0.117283300653389,1
-0.667173910863719,-0.4084461882468038,1
-0.7240469821502853,-0.7144436123691684,0
1.0325205310723555,-0.2756912868929554,0
0.353257625740283,0.7558385563246495,1
0.2826554405161645,0.7905562161195432,1
-0.7535216908794886,0.4327411758364933,1
-0.1564211025218416,0.8337547247959497,1
0.5558920442958932,-0.4209420055044983,1
-1.0428453792155388,-0.0475018273814244,0
0.5065620626607723,0.5391036116000018,1
